10000;1.53147
10000;1.5296
10001;1.52952
10001;1.53941
10001;1.5425
10001;1.54775
10001;1.54512
10000;1.55336
10001;1.54297
10000;1.54592
10001;1.53988
10001;1.54273
10000;1.54282
10000;1.53783
10001;1.54727
10000;1.53925
10000;1.5376
10001;1.54871
10000;1.53807
10000;1.53925
10000;1.53477
10000;1.53973
10000;1.53194
10000;1.53618
10000;1.5282
10001;1.52929
10000;1.53265
10001;1.53681
10000;1.5275
10000;1.54688
10001;1.53657
10000;1.54139
10000;1.54664
10000;1.53406
10001;1.54131
10000;1.5268
10000;1.53642
10000;1.53477
10001;1.53894
10000;1.53124
10000;1.52587
10000;1.53854
10000;1.53854
10000;1.53713
10001;1.53775
10000;1.53807
10002;1.55585
10000;1.5402
10001;1.53917
10000;1.53171
10000;1.54664
10000;1.54592
10000;1.53949
10000;1.52099
10001;1.53822
10001;1.5321
10001;1.52672
10000;1.52053
10000;1.53335
10000;1.53288
10000;1.53618
10001;1.53445
10002;1.5339
10000;1.53783
10000;1.5282
10000;1.52773
10001;1.51883
10001;1.52952
10000;1.53665
10000;1.54449
10001;1.53681
10000;1.53241
10000;1.54855
10000;1.54951
10000;1.53312
10001;1.53046
10000;1.54496
10001;1.53398
10000;1.55409
10000;1.54496
10000;1.53077
10000;1.53973
10002;1.53296
10000;1.52703
10001;1.51745
10002;1.53578
10000;1.54044
10001;1.54154
10000;1.53406
10000;1.53124
10001;1.53327
10000;1.5254
10000;1.55095
10000;1.55578
10000;1.53878
10001;1.5328
10001;1.53633
10001;1.53421
10000;1.52192
10001;1.54488
10000;1.53335
10000;1.52377
10000;1.5464
10000;1.53713
10001;1.53421
10000;1.53665
10001;1.54345
10000;1.53477
10000;1.52937
10001;1.53917
10001;1.54655
10000;1.53997
10001;1.53186
10000;1.52633
10000;1.53902
10000;1.54664
10000;1.53524
10000;1.53147
10000;1.54234
10001;1.53351
10001;1.53633
10001;1.54512
10000;1.53054
10000;1.54353
10000;1.52633
10000;1.53406
10000;1.53973
10000;1.51592
10000;1.53713
10000;1.53997
10001;1.52625
10000;1.53571
10001;1.5444
10000;1.54855
10000;1.5303
10000;1.53429
10000;1.53218
10000;1.5247
10000;1.52937
10000;1.55047
10000;1.52331
10001;1.54416
10000;1.52983
10000;1.53335
10002;1.53554
10000;1.54234
10001;1.53965
10000;1.54544
10000;1.53831
10000;1.52401
10000;1.53101
10001;1.53657
10002;1.54194
10000;1.5203
10000;1.5402
10000;1.54592
10000;1.53312
10000;1.53665
10000;1.54544
10000;1.53453
10001;1.54919
10001;1.52952
10001;1.54202
10000;1.53218
10001;1.53069
10000;1.5421
10000;1.5289
10001;1.53752
10000;1.53218
10000;1.535
10000;1.54306
10001;1.52509
10000;1.53524
10000;1.54425
10000;1.53524
10001;1.52929
10001;1.54392
10000;1.53406
10000;1.53524
10000;1.5303
10001;1.52905
10000;1.53831
10000;1.52308
10000;1.5376
10000;1.5524
10000;1.54092
10000;1.53288
10001;1.54488
10000;1.53288
10001;1.54059
10000;1.53807
10000;1.52494
10002;1.52827
10002;1.53672
10000;1.53077
10001;1.52999
10000;1.52494
10001;1.54345
10000;1.54807
10001;1.53752
10000;1.53054
10000;1.54115
10000;1.52007
10001;1.54512
10000;1.535
10000;1.53949
10000;1.54568
10001;1.54991
10000;1.5261
10000;1.53973
10000;1.5464
10000;1.5536
10001;1.54226
10000;1.5536
10001;1.53351
10000;1.53665
10001;1.55063
10000;1.53054
10000;1.52656
10001;1.54871
10000;1.54068
10000;1.54759
10000;1.54449
10000;1.54258
10000;1.52656
10000;1.54879
10000;1.53713
10000;1.53453
10001;1.52975
10001;1.53894
10000;1.5376
10001;1.53022
10001;1.52952
10001;1.53163
10000;1.54115
10000;1.53547
10001;1.53022
10000;1.53736
10000;1.53382
10000;1.54664
10001;1.54631
10000;1.53288
10001;1.54226
10001;1.54488
10000;1.54163
10000;1.54472
10001;1.53186
10000;1.5402
10001;1.52718
10000;1.53524
10000;1.53147
10000;1.54999
10000;1.53124
10000;1.535
10001;1.53233
10001;1.53822
10000;1.54282
10001;1.53799
10001;1.52695
10000;1.5196
10002;1.54814
10000;1.5203
10001;1.53186
10000;1.53218
10000;1.55288
10000;1.5452
10000;1.54163
10001;1.53894
10001;1.54775
10000;1.54353
10000;1.54903
10000;1.54329
10000;1.5275
10001;1.52905
10000;1.53736
10000;1.53288
10000;1.53194
10000;1.52703
10001;1.5387
10000;1.53077
10000;1.53736
10000;1.52563
10000;1.53312
10002;1.5436
10000;1.5282
10001;1.53704
10000;1.53878
10000;1.53054
10000;1.53997
10000;1.54616
10000;1.52401
10000;1.5452
10000;1.53359
10001;1.54512
10001;1.52602
10000;1.54234
10000;1.53147
10000;1.54234
10001;1.5321
10000;1.53736
