10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.52145
10000;1.55144
10001;1.5444
10000;1.52656
10000;1.54329
10000;1.5524
10000;1.53594
10001;1.5328
10000;1.52937
10000;1.53642
10000;1.52867
10000;1.54951
10001;1.54083
10000;1.53101
10001;1.53046
10001;1.5223
10001;1.53704
10000;1.53429
10001;1.52905
10000;1.53665
10000;1.53925
10001;1.53799
10001;1.53398
10001;1.53398
10000;1.53642
10000;1.54831
10000;1.54234
10000;1.54282
10000;1.5376
10001;1.55304
10000;1.53453
10000;1.52587
10000;1.53524
10000;1.53453
10000;1.54544
10001;1.53681
10001;1.53116
10001;1.53304
10001;1.5425
10000;1.52377
10000;1.52983
10001;1.52462
10001;1.53468
10000;1.53147
10000;1.54187
10000;1.52261
10000;1.5524
10001;1.53775
10000;1.5402
10000;1.54258
10001;1.54059
10001;1.52788
10000;1.53713
10000;1.54092
10001;1.52695
10001;1.52765
10001;1.54847
10000;1.53429
10000;1.52913
10000;1.53831
10000;1.54664
10000;1.54401
10000;1.53997
10000;1.5303
10000;1.52983
10001;1.54036
10000;1.53831
10000;1.54163
10000;1.5402
10000;1.54306
10000;1.53854
10000;1.53547
10001;1.54895
10002;1.53696
10001;1.54967
10001;1.53233
10000;1.53831
10000;1.53997
10001;1.53421
10002;1.52571
10001;1.54727
10000;1.53194
10000;1.54999
10002;1.54027
10002;1.55512
10001;1.5361
10001;1.523
10001;1.52068
10000;1.53807
10001;1.54273
10000;1.53171
10000;1.53949
10000;1.5464
10000;1.54759
10000;1.53477
10000;1.53878
10000;1.54187
10000;1.55047
10001;1.54202
10000;1.54187
10001;1.52462
10000;1.53618
10002;1.53885
10000;1.5303
10001;1.53304
10001;1.52369
10000;1.53054
10000;1.54592
10000;1.53194
10001;1.53351
10000;1.54449
10000;1.54903
10000;1.53147
10000;1.54329
10000;1.52913
10000;1.51546
10000;1.53689
10000;1.54044
10001;1.54083
10000;1.53618
10001;1.53468
10000;1.53147
10001;1.54036
10001;1.51814
10000;1.5261
10000;1.54807
10001;1.53516
10000;1.53618
10000;1.53925
10001;1.54775
10000;1.53571
10000;1.54258
10001;1.52718
10001;1.53775
10000;1.54187
10000;1.53925
10000;1.53665
10000;1.53359
10001;1.53633
10000;1.52284
10000;1.53997
10001;1.5321
10000;1.5275
10000;1.52192
10000;1.53312
10001;1.54178
10001;1.53965
10000;1.53807
10000;1.53736
10000;1.5376
10001;1.54202
10000;1.5421
10001;1.52045
10000;1.54092
10001;1.53421
10001;1.54202
10000;1.53077
10001;1.53752
10001;1.52929
10001;1.55039
10000;1.53783
10000;1.53831
10000;1.53007
10001;1.5444
10000;1.5275
10002;1.53578
10000;1.53878
10000;1.53973
10000;1.55119
10000;1.53382
10001;1.54751
10001;1.53704
10000;1.52867
10001;1.54059
10000;1.53949
10000;1.54115
10000;1.53854
10001;1.54226
10002;1.53437
10001;1.54036
10001;1.55063
10000;1.55651
10001;1.53421
10002;1.5503
10000;1.53288
10000;1.53618
10001;1.52835
10000;1.54258
10000;1.5247
10000;1.53241
10002;1.53696
10000;1.53642
10000;1.53101
10001;1.53894
10001;1.53468
10000;1.53288
10000;1.53571
10000;1.53265
10001;1.54202
10000;1.51661
10000;1.53878
10000;1.53594
10001;1.52858
10000;1.52656
10001;1.55135
10001;1.54847
10000;1.53147
10002;1.53296
10000;1.55264
10000;1.51523
10000;1.53054
10000;1.53265
10000;1.54187
10000;1.54377
10000;1.54329
10001;1.53374
10000;1.53429
10000;1.53618
10000;1.53312
10000;1.5464
10000;1.5421
10000;1.54879
10000;1.53288
10000;1.54258
10000;1.5296
10000;1.53288
10000;1.53171
10000;1.53665
10000;1.53335
10001;1.52672
10000;1.5402
10000;1.5452
10001;1.53445
10000;1.54234
10000;1.54068
10000;1.53997
10001;1.55473
10000;1.53453
10000;1.53477
10001;1.53233
10001;1.52602
10000;1.55047
10000;1.53288
10000;1.54903
10000;1.53618
10000;1.5376
10000;1.54115
10001;1.5444
10000;1.53382
10000;1.5289
10001;1.54202
10000;1.54163
10000;1.53265
10000;1.51707
10000;1.53571
10001;1.53657
10001;1.5321
10000;1.5464
10000;1.53925
10001;1.55135
10001;1.54297
10000;1.53241
10000;1.53359
10001;1.52486
10001;1.53563
10000;1.55918
10002;1.53909
10000;1.53453
10002;1.53178
10000;1.5303
10000;1.53571
